metric_id,overall,1997,1998
total_revenue,1764546.44,565238.1299999999,1199308.31
total_product_cost,711727.66,228112.65000000002,483615.01
gross_product_profit,1052818.7800000003,337125.48,715693.3
gross_margin_pct,0.5966512165018453,0.5964308883408131,0.5967550579216783
revenue_growth_pct,,,1.1217753126456635
profit_growth_pct,,,1.122928530943434
same_store_revenue_growth_pct,,,0.0840003132838898
same_store_profit_growth_pct,,,0.08465542266339532
quantity_sold,833489.0,266773.0,566716.0
sales_lines,269720.0,86837.0,182883.0
active_customers,8842.0,5581.0,8060.0
active_stores,24.0,13.0,24.0
active_products,1559.0,1559.0,1559.0
returned_quantity,8289.0,2638.0,5651.0
return_quantity_rate_pct,0.009944942284781202,0.009888556937921004,0.009971484835437855
revenue_per_active_customer,199.56417552589912,101.2790055545601,148.7975570719603
profit_per_active_customer,119.07020809771548,60.40592725318043,88.79569478908189
repeat_customers,7617.0,4110.0,6074.0
repeat_customer_rate_pct,0.8614566840081429,0.7364271635907543,0.7535980148883374
revenue_per_store,73522.76833333333,43479.85615384614,49971.17958333334
profit_per_store,43867.44916666668,25932.72923076923,29820.55416666667
revenue_per_sqft,2.532411633430685,1.5550222013139212,1.72120282440064
profit_per_sqft,1.5109664817698434,0.9274632729193489,1.0271364911701601
average_revenue_per_sales_line,6.542141628355331,6.509185370291465,6.557790007819207
average_units_per_sales_line,3.090200949132434,3.0721121181063373,3.0987899367355083
top_10pct_customer_revenue_contribution_pct,0.39886156807525,0.36249061966148677,0.4311949110066618
top_product_revenue_contribution_pct,0.001410957480949042,0.001632126268622395,0.0014532043057385302
